Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
NAA38;ENST00000249299.2;N(alpha)-acetyltransferase 38, NatC auxiliary subunit ;458;1;0;1;0;2;hsa-miR-584-5p;0,0014;0,0106;0,0724;-0,06;-0,3;"N/A
"
ZFX;ENST00000539115.1;zinc finger protein, X-linked ;583;1;0;1;0;0;hsa-miR-584-5p;0,0043;0,0316;0,2113;-0,06;-0,1;"N/A
"
ADAM22;ENST00000398204.4;ADAM metallopeptidase domain 22 ;115;2;0;1;1;1;hsa-miR-584-5p;0,0044;0,0323;0,2249;-0,06;-0,12;"N/A
"
ACAP2;ENST00000326793.6;ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 ;253;1;0;0;1;0;hsa-miR-584-5p;0,0054;0,0388;0,2461;-0,06;-0,06;"N/A
"
ZDHHC2;ENST00000262096.8;zinc finger, DHHC-type containing 2 ;171;1;0;1;0;0;hsa-miR-584-5p;0,002;0,0145;0,1012;-0,06;-0,07;"N/A
"
KDSR;ENST00000406396.3;3-ketodihydrosphingosine reductase ;322;1;0;1;0;0;hsa-miR-584-5p;0,0034;0,0252;0,1756;-0,06;-0,19;"N/A
"
PPP6C;ENST00000373547.4;protein phosphatase 6, catalytic subunit ;346;1;0;0;1;1;hsa-miR-584-5p;0,0021;0,0155;0,1015;-0,06;-0,15;"N/A
"
ZNF658;ENST00000602553.1;zinc finger protein 658 ;32;1;0;1;0;0;hsa-miR-584-5p;0,0023;0,0168;0,1197;-0,06;-0,06;"N/A
"
SP3;ENST00000310015.6;Sp3 transcription factor ;285;1;0;1;0;1;hsa-miR-584-5p;0,0028;0,0205;0,1402;-0,06;-0,07;"N/A
"
C6orf89;ENST00000480824.2;chromosome 6 open reading frame 89 ;1972;1;0;1;0;1;hsa-miR-584-5p;0,0029;0,0209;0,1459;-0,06;-0,08;"N/A
"
SERPINB8;ENST00000397985.2;serpin peptidase inhibitor, clade B (ovalbumin), member 8 ;285;1;0;1;0;0;hsa-miR-584-5p;0,0011;0,0083;0,0589;-0,06;-0,13;"N/A
"
CNTNAP5;ENST00000431078.1;contactin associated protein-like 5 ;5;1;0;0;1;2;hsa-miR-584-5p;0,003;0,0222;0,1553;-0,06;-0,06;"N/A
"
GRIA1;ENST00000285900.5;glutamate receptor, ionotropic, AMPA 1 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0175;0,1197;-0,06;-0,06;"N/A
"
NAIP;ENST00000517649.1;NLR family, apoptosis inhibitory protein ;5;1;0;1;0;0;hsa-miR-584-5p;0,0029;0,0213;0,1442;-0,06;-0,06;"N/A
"
KCNQ3;ENST00000388996.4;potassium voltage-gated channel, KQT-like subfamily, member 3 ;5;2;0;2;0;1;hsa-miR-584-5p;0,0061;0,045;0,3113;-0,06;-0,06;"N/A
"
SPIN3;ENST00000374919.3;spindlin family, member 3 ;12;1;0;1;0;0;hsa-miR-584-5p;0,0011;0,0085;0,0611;-0,06;-0,06;"N/A
"
TMIE;ENST00000326431.3;transmembrane inner ear ;26;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0092;0,064;-0,06;-0,06;"N/A
"
MICAL2;ENST00000379612.3;microtubule associated monooxygenase, calponin and LIM domain containing 2 ;1742;1;0;1;0;1;hsa-miR-584-5p;0,0037;0,0275;0,1918;-0,05;-0,06;"N/A
"
TTC5;ENST00000258821.3;tetratricopeptide repeat domain 5 ;11;1;0;0;1;0;hsa-miR-584-5p;0,0032;0,023;0,1473;-0,05;-0,09;"N/A
"
C11orf54;ENST00000528288.1;chromosome 11 open reading frame 54 ;47;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,011;0,0758;-0,05;-0,11;"N/A
"
EML1;ENST00000262233.6;echinoderm microtubule associated protein like 1 ;371;2;1;0;1;1;hsa-miR-584-5p;0,0016;0,0114;0,0765;-0,05;-0,25;"N/A
"
ZNF614;ENST00000270649.6;zinc finger protein 614 ;55;1;1;0;0;0;hsa-miR-584-5p;0,0031;0,021;0,1;-0,05;-0,32;"N/A
"
PRKAA2;ENST00000371244.4;protein kinase, AMP-activated, alpha 2 catalytic subunit ;561;1;0;1;0;3;hsa-miR-584-5p;0,009;0,0646;0,3953;-0,05;-0,14;"N/A
"
SUSD1;ENST00000374263.3;sushi domain containing 1 ;68;2;0;0;2;0;hsa-miR-584-5p;0,0018;0,0133;0,0925;-0,05;-0,1;"N/A
"
ZNF106;ENST00000263805.4;zinc finger protein 106 ;406;3;0;2;1;0;hsa-miR-584-5p;0,0056;0,0413;0,2844;-0,05;-0,06;"N/A
"
HN1;ENST00000476258.1;hematological and neurological expressed 1 ;15013;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,0051;0,0352;-0,05;-0,1;"N/A
"
SPRY4;ENST00000344120.4;sprouty homolog 4 (Drosophila) ;110;1;0;1;0;0;hsa-miR-584-5p;0,0008;0,006;0,0431;-0,05;-0,07;"N/A
"
WASF3;ENST00000335327.5;WAS protein family, member 3 ;24;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0109;0,0765;-0,05;-0,06;"N/A
"
GPR158;ENST00000376351.3;G protein-coupled receptor 158 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0134;0,0947;-0,05;-0,05;"N/A
"
VWC2L;ENST00000427124.1;von Willebrand factor C domain containing protein 2-like ;5;1;0;0;1;0;hsa-miR-584-5p;0,0016;0,0119;0,082;-0,05;-0,05;"N/A
"
SGPP2;ENST00000321276.7;sphingosine-1-phosphate phosphatase 2 ;182;1;0;0;1;1;hsa-miR-584-5p;0,0024;0,0171;0,1123;-0,05;-0,09;"N/A
"
CHMP2B;ENST00000263780.4;charged multivesicular body protein 2B ;810;1;0;0;1;1;hsa-miR-584-5p;0,0009;0,0068;0,0484;-0,05;-0,12;"N/A
"
CTBP2;ENST00000337195.5;C-terminal binding protein 2 ;16;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0139;0,0952;-0,05;-0,17;"N/A
"
CLIC6;ENST00000360731.3;chloride intracellular channel 6 ;16;1;0;1;0;1;hsa-miR-584-5p;0,0015;0,0108;0,0739;-0,05;-0,11;"N/A
"
ZIC1;ENST00000282928.4;Zic family member 1 ;26;2;1;0;1;0;hsa-miR-584-5p;0,0017;0,0125;0,078;-0,05;-0,3;"N/A
"
NUDT16;ENST00000359850.3;nudix (nucleoside diphosphate linked moiety X)-type motif 16 ;622;1;0;1;0;1;hsa-miR-584-5p;0,001;0,0073;0,0514;-0,05;-0,15;"N/A
"
IREB2;ENST00000258886.8;iron-responsive element binding protein 2 ;1096;1;0;1;0;0;hsa-miR-584-5p;0,0013;0,0097;0,0684;-0,05;-0,08;"N/A
"
CREB1;ENST00000432329.2;cAMP responsive element binding protein 1 ;295;2;1;0;1;1;hsa-miR-584-5p;0,003;0,022;0,1399;-0,05;-0,14;"N/A
"
UBXN2B;ENST00000399598.2;UBX domain protein 2B ;157;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0094;0,0671;-0,05;-0,05;"N/A
"
TMEM178B;ENST00000565468.1;transmembrane protein 178B ;129;2;0;1;1;1;hsa-miR-584-5p;0,0037;0,0269;0,1861;-0,05;-0,05;"N/A
"
VSTM2A;ENST00000407838.3;V-set and transmembrane domain containing 2A ;5;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0137;0,0929;-0,05;-0,05;"N/A
"
FAM169B;ENST00000558256.1;family with sequence similarity 169, member B ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0129;0,0911;-0,05;-0,05;"N/A
"
ZMYM4;ENST00000314607.6;zinc finger, MYM-type 4 ;280;1;0;0;1;1;hsa-miR-584-5p;0,0031;0,0225;0,1609;-0,05;-0,05;"N/A
"
ATXN7L1;ENST00000419735.3;ataxin 7-like 1 ;67;1;0;0;1;0;hsa-miR-584-5p;0,0046;0,0335;0,2219;-0,05;-0,05;"N/A
"
MAGI3;ENST00000307546.9;membrane associated guanylate kinase, WW and PDZ domain containing 3 ;70;1;1;0;0;0;hsa-miR-584-5p;0,0016;0,0115;0,0807;-0,05;-0,11;"N/A
"
GSTO2;ENST00000369707.2;glutathione S-transferase omega 2 ;97;1;0;1;0;0;hsa-miR-584-5p;0,0017;0,0124;0,0836;-0,05;-0,1;"N/A
"
PTPLAD2;ENST00000495827.2;protein tyrosine phosphatase-like A domain containing 2 ;17;2;0;0;2;1;hsa-miR-584-5p;0,0024;0,0172;0,1174;-0,05;-0,19;"N/A
"
GID8;ENST00000266069.3;GID complex subunit 8 ;515;1;1;0;0;0;hsa-miR-584-5p;0,0006;0,0043;0,03;-0,05;-0,14;"N/A
"
ZNF250;ENST00000292579.7;zinc finger protein 250 ;67;1;0;1;0;0;hsa-miR-584-5p;0,0039;0,0287;0,1906;-0,05;-0,23;"N/A
"
PHACTR2;ENST00000427704.2;phosphatase and actin regulator 2 ;274;1;0;1;0;2;hsa-miR-584-5p;0,0064;0,0471;0,3242;-0,05;-0,05;"N/A
"
FLRT3;ENST00000378053.3;fibronectin leucine rich transmembrane protein 3 ;11;1;0;1;0;0;hsa-miR-584-5p;0,0019;0,0137;0,094;-0,05;-0,12;"N/A
"
MYOZ3;ENST00000297130.4;myozenin 3 ;8;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0138;0,0937;-0,05;-0,05;"N/A
"
TLR7;ENST00000380659.3;toll-like receptor 7 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0139;0,096;-0,05;-0,05;"N/A
"
SCAP;ENST00000265565.5;SREBF chaperone ;160;1;0;1;0;0;hsa-miR-584-5p;0,0028;0,0204;0,133;-0,05;-0,31;"N/A
"
ARAP2;ENST00000303965.4;ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 ;121;1;0;1;0;1;hsa-miR-584-5p;0,0047;0,0342;0,2386;-0,05;-0,05;"N/A
"
GTF3C2;ENST00000359541.2;general transcription factor IIIC, polypeptide 2, beta 110kDa ;981;1;0;1;0;0;hsa-miR-584-5p;0,0009;0,0063;0,0452;-0,05;-0,18;"N/A
"
ATP7B;ENST00000242839.4;ATPase, Cu++ transporting, beta polypeptide ;88;1;0;0;1;0;hsa-miR-584-5p;0,0016;0,0114;0,079;-0,05;-0,05;"N/A
"
FGF1;ENST00000360966.5;fibroblast growth factor 1 (acidic) ;88;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0064;0,0446;-0,05;-0,14;"N/A
"
BNC2;ENST00000380672.4;basonuclin 2 ;770;1;0;0;1;1;hsa-miR-584-5p;0,002;0,0144;0,1022;-0,05;-0,06;"N/A
"
LRPPRC;ENST00000260665.7;leucine-rich pentatricopeptide repeat containing ;1488;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0098;0,0665;-0,05;-0,07;"N/A
"
UBE3C;ENST00000348165.5;ubiquitin protein ligase E3C ;1332;1;0;0;1;0;hsa-miR-584-5p;0,0028;0,0203;0,1309;-0,05;-0,07;"N/A
"
TNFSF15;ENST00000374045.4;tumor necrosis factor (ligand) superfamily, member 15 ;29;1;1;0;0;0;hsa-miR-584-5p;0,0046;0,0335;0,2141;-0,05;-0,05;"N/A
"
SH3BP4;ENST00000392011.2;SH3-domain binding protein 4 ;783;1;0;0;1;1;hsa-miR-584-5p;0,003;0,0218;0,1545;-0,05;-0,05;"N/A
"
TRIM24;ENST00000343526.4;tripartite motif containing 24 ;182;3;1;1;1;1;hsa-miR-584-5p;0,0031;0,0226;0,1543;-0,05;-0,27;"N/A
"
CACNB2;ENST00000396576.2;calcium channel, voltage-dependent, beta 2 subunit ;52;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0087;0,0618;-0,05;-0,05;"N/A
"
TMX1;ENST00000457354.2;thioredoxin-related transmembrane protein 1 ;3176;2;1;0;1;0;hsa-miR-584-5p;0,003;0,0216;0,1349;-0,05;-0,42;"N/A
"
SLC2A4;ENST00000317370.8;solute carrier family 2 (facilitated glucose transporter), member 4 ;233;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0043;0,0311;-0,05;-0,06;"N/A
"
ACSL4;ENST00000469796.2;acyl-CoA synthetase long-chain family member 4 ;229;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0131;0,0891;-0,05;-0,09;"N/A
"
ZNF792;ENST00000404801.1;zinc finger protein 792 ;95;2;0;0;2;1;hsa-miR-584-5p;0,0018;0,0127;0,0784;-0,05;-0,24;"N/A
"
ARSK;ENST00000380009.4;arylsulfatase family, member K ;298;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0085;0,0599;-0,05;-0,06;"N/A
"
DSC3;ENST00000434452.1;desmocollin 3 ;390;1;1;0;0;0;hsa-miR-584-5p;0,0032;0,0234;0,1612;-0,05;-0,08;"N/A
"
SRGAP1;ENST00000355086.3;SLIT-ROBO Rho GTPase activating protein 1 ;64;1;0;1;0;1;hsa-miR-584-5p;0,0055;0,0402;0,2776;-0,05;-0,08;"N/A
"
C5orf42;ENST00000508244.1;chromosome 5 open reading frame 42 ;45;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0186;0,1309;-0,05;-0,09;"N/A
"
CDK6;ENST00000265734.4;cyclin-dependent kinase 6 ;1116;1;0;0;1;0;hsa-miR-584-5p;0,0029;0,0213;0,1511;-0,05;-0,05;"N/A
"
PDE7A;ENST00000401827.3;phosphodiesterase 7A ;84;1;0;0;1;2;hsa-miR-584-5p;0,0028;0,0204;0,1399;-0,05;-0,05;"N/A
"
DST;ENST00000312431.6;dystonin ;439;3;0;2;1;1;hsa-miR-584-5p;0,0053;0,0391;0,2763;-0,05;-0,05;"N/A
"
DCX;ENST00000356915.2;doublecortin ;5;1;1;0;0;1;hsa-miR-584-5p;0,0078;0,0567;0,3898;-0,05;-0,05;"N/A
"
POLR2M;ENST00000299638.3;polymerase (RNA) II (DNA directed) polypeptide M ;21;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0149;0,1028;-0,05;-0,05;"N/A
"
QSER1;ENST00000399302.2;glutamine and serine rich 1 ;34;1;0;1;0;0;hsa-miR-584-5p;0,0023;0,0169;0,1189;-0,05;-0,05;"N/A
"
SCN1A;ENST00000423058.2;sodium channel, voltage-gated, type I, alpha subunit ;21;2;0;2;0;1;hsa-miR-584-5p;0,0024;0,0174;0,124;-0,05;-0,05;"N/A
"
ST13;ENST00000216218.3;suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) ;83;2;0;0;2;2;hsa-miR-584-5p;0,0025;0,0185;0,1277;-0,05;-0,13;"N/A
"
PREPL;ENST00000541738.1;prolyl endopeptidase-like ;612;1;0;0;1;1;hsa-miR-584-5p;0,0065;0,0471;0,3106;-0,05;-0,06;"N/A
"
GPR161;ENST00000367838.1;G protein-coupled receptor 161 ;1712;1;0;1;0;1;hsa-miR-584-5p;0,0026;0,0191;0,1276;-0,05;-0,06;"N/A
"
PNO1;ENST00000263657.2;partner of NOB1 homolog (S. cerevisiae) ;554;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,0117;0,0812;-0,05;-0,17;"N/A
"
EVX1;ENST00000222761.3;even-skipped homeobox 1 ;7;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0046;0,0301;-0,05;-0,23;"N/A
"
ZNF626;ENST00000291750.6;zinc finger protein 626 ;24;2;1;1;0;2;hsa-miR-584-5p;0,0008;0,0056;0,0398;-0,05;-0,43;"N/A
"
SLIT3;ENST00000519560.1;slit homolog 3 (Drosophila) ;13;1;0;0;1;1;hsa-miR-584-5p;0,0027;0,0201;0,1432;-0,05;-0,08;"N/A
"
GUCY1A3;ENST00000296518.7;guanylate cyclase 1, soluble, alpha 3 ;42;3;0;0;3;2;hsa-miR-584-5p;0,0009;0,0069;0,0494;-0,05;-0,12;"N/A
"
RGS7BP;ENST00000334025.2;regulator of G-protein signaling 7 binding protein ;5;2;0;1;1;2;hsa-miR-584-5p;0,0011;0,0083;0,058;-0,05;-0,19;"N/A
"
SYPL1;ENST00000470347.1;synaptophysin-like 1 ;2423;1;1;0;0;1;hsa-miR-584-5p;0,0007;0,0052;0,0331;-0,05;-0,44;"N/A
"
CD226;ENST00000581982.1;CD226 molecule ;8;1;0;0;1;1;hsa-miR-584-5p;0,0009;0,0068;0,0483;-0,05;-0,11;"N/A
"
SAMD8;ENST00000372687.4;sterile alpha motif domain containing 8 ;100;1;0;1;0;1;hsa-miR-584-5p;0,002;0,0148;0,104;-0,05;-0,07;"N/A
"
SPEF2;ENST00000509059.1;sperm flagellar 2 ;35;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0093;0,0669;-0,05;-0,05;"N/A
"
ARHGAP31;ENST00000264245.4;Rho GTPase activating protein 31 ;32;1;0;0;1;1;hsa-miR-584-5p;0,0067;0,0486;0,3119;-0,05;-0,05;"N/A
"
SBNO1;ENST00000420886.2;strawberry notch homolog 1 (Drosophila) ;87;1;0;1;0;1;hsa-miR-584-5p;0,0024;0,0175;0,1186;-0,05;-0,06;"N/A
"
FAM19A5;ENST00000358295.5;family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 ;14;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0031;0,022;-0,05;-0,14;"N/A
"
GJD3;ENST00000578689.1;gap junction protein, delta 3, 31.9kDa ;0;1;0;1;0;0;hsa-miR-584-5p;0,0012;0,0086;0,0614;-0,05;-0,05;"N/A
"
TTC26;ENST00000430935.1;tetratricopeptide repeat domain 26 ;211;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,012;0,0858;-0,05;-0,07;"N/A
"
PANK3;ENST00000239231.6;pantothenate kinase 3 ;522;1;1;0;0;0;hsa-miR-584-5p;0,0075;0,0536;0,3239;-0,05;-0,15;"N/A
"
TPK1;ENST00000549981.1;thiamin pyrophosphokinase 1 ;7;1;0;1;0;0;hsa-miR-584-5p;0,0017;0,0125;0,0868;-0,05;-0,16;"N/A
"
ZNF35;ENST00000396056.2;zinc finger protein 35 ;71;1;0;1;0;0;hsa-miR-584-5p;0,0017;0,0125;0,0881;-0,05;-0,11;"N/A
"
CCDC71L;ENST00000523505.1;coiled-coil domain containing 71-like ;410;1;0;1;0;1;hsa-miR-584-5p;0,0016;0,0115;0,0797;-0,05;-0,15;"N/A
"
SRPK1;ENST00000373825.2;SRSF protein kinase 1 ;114;1;1;0;0;0;hsa-miR-584-5p;0,0015;0,0103;0,0588;-0,05;-0,28;"N/A
"
GPR153;ENST00000377893.2;G protein-coupled receptor 153 ;39;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0109;0,0757;-0,05;-0,05;"N/A
"
PPP4R2;ENST00000356692.5;protein phosphatase 4, regulatory subunit 2 ;310;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0168;0,1149;-0,05;-0,05;"N/A
"
BTN2A2;ENST00000432533.2;butyrophilin, subfamily 2, member A2 ;125;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0097;0,0679;-0,05;-0,05;"N/A
"
LSM11;ENST00000286307.5;LSM11, U7 small nuclear RNA associated ;1458;1;0;0;1;1;hsa-miR-584-5p;0,0042;0,031;0,2143;-0,05;-0,05;"N/A
"
MSANTD4;ENST00000301919.4;Myb/SANT-like DNA-binding domain containing 4 with coiled-coils ;304;1;0;0;1;1;hsa-miR-584-5p;0,0006;0,0042;0,0301;-0,05;-0,12;"N/A
"
GCH1;ENST00000491895.2;GTP cyclohydrolase 1 ;502;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0118;0,0806;-0,05;-0,05;"N/A
"
EDEM3;ENST00000318130.8;ER degradation enhancer, mannosidase alpha-like 3 ;535;1;0;0;1;0;hsa-miR-584-5p;0,0045;0,0327;0,2256;-0,05;-0,05;"N/A
"
ZNF585B;ENST00000532828.2;zinc finger protein 585B ;46;1;1;0;0;1;hsa-miR-584-5p;0,0038;0,0278;0,1917;-0,05;-0,07;"N/A
"
SNX17;ENST00000233575.2;sorting nexin 17 ;479;1;0;1;0;0;hsa-miR-584-5p;0,0005;0,004;0,0289;-0,05;-0,05;"N/A
"
UBIAD1;ENST00000376810.5;UbiA prenyltransferase domain containing 1 ;303;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0079;0,0535;-0,05;-0,1;"N/A
"
PPP1CB;ENST00000395366.2;protein phosphatase 1, catalytic subunit, beta isozyme ;5795;1;1;0;0;1;hsa-miR-584-5p;0,0014;0,0101;0,0724;-0,05;-0,2;"N/A
"
CUL2;ENST00000374746.1;cullin 2 ;27;1;0;1;0;0;hsa-miR-584-5p;0,0014;0,0101;0,072;-0,05;-0,16;"N/A
"
FRMPD4;ENST00000380682.1;FERM and PDZ domain containing 4 ;25;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0116;0,0807;-0,05;-0,05;"N/A
"
FREM2;ENST00000280481.7;FRAS1 related extracellular matrix protein 2 ;33;2;1;1;0;1;hsa-miR-584-5p;0,0085;0,0619;0,4184;-0,05;-0,06;"N/A
"
CXCL3;ENST00000296026.4;chemokine (C-X-C motif) ligand 3 ;10;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0075;0,0522;-0,05;-0,09;"N/A
"
HBS1L;ENST00000367837.5;HBS1-like (S. cerevisiae) ;2367;3;1;1;1;0;hsa-miR-584-5p;0,0007;0,0051;0,0369;-0,05;-0,51;"N/A
"
ZBTB26;ENST00000373656.3;zinc finger and BTB domain containing 26 ;83;1;0;0;1;1;hsa-miR-584-5p;0,0028;0,0205;0,1439;-0,05;-0,05;"N/A
"
IGFBP5;ENST00000233813.4;insulin-like growth factor binding protein 5 ;10709;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,0118;0,0788;-0,05;-0,11;"N/A
"
LILRB4;ENST00000391736.1;leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0102;0,0708;-0,04;-0,04;"N/A
"
PCYT1B;ENST00000379145.1;phosphate cytidylyltransferase 1, choline, beta ;5;1;0;0;1;0;hsa-miR-584-5p;0,0054;0,0396;0,2732;-0,04;-0,04;"N/A
"
ZNF594;ENST00000399604.4;zinc finger protein 594 ;29;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,013;0,0935;-0,04;-0,04;"N/A
"
C5orf51;ENST00000381647.2;chromosome 5 open reading frame 51 ;124;1;0;1;0;1;hsa-miR-584-5p;0,0015;0,0109;0,075;-0,04;-0,14;"N/A
"
CUX2;ENST00000261726.6;cut-like homeobox 2 ;15;2;0;2;0;2;hsa-miR-584-5p;0,002;0,015;0,1064;-0,04;-0,09;"N/A
"
DNAJB14;ENST00000442697.2;DnaJ (Hsp40) homolog, subfamily B, member 14 ;10;1;0;0;1;1;hsa-miR-584-5p;0,0024;0,0174;0,1223;-0,04;-0,09;"N/A
"
ROR1;ENST00000371079.1;receptor tyrosine kinase-like orphan receptor 1 ;80;2;0;1;1;2;hsa-miR-584-5p;0,0047;0,0342;0,2372;-0,04;-0,07;"N/A
"
SLC30A1;ENST00000367001.4;solute carrier family 30 (zinc transporter), member 1 ;831;1;1;0;0;1;hsa-miR-584-5p;0,0032;0,023;0,1475;-0,04;-0,06;"N/A
"
AL355390.1;ENST00000325811.1;Uncharacterized protein  ;5;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0093;0,0663;-0,04;-0,04;"N/A
"
TACR3;ENST00000304883.2;tachykinin receptor 3 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0012;0,0089;0,0638;-0,04;-0,04;"N/A
"
SASH1;ENST00000367467.3;SAM and SH3 domain containing 1 ;79;1;0;1;0;0;hsa-miR-584-5p;0,0044;0,0315;0,1936;-0,04;-0,04;"N/A
"
PLEKHA2;ENST00000420274.1;pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 ;3303;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0078;0,0562;-0,04;-0,04;"N/A
"
SLC5A3;ENST00000608209.1;sodium/myo-inositol cotransporter  ;24;1;0;1;0;1;hsa-miR-584-5p;0,0035;0,0256;0,1808;-0,04;-0,04;"N/A
"
ZBTB25;ENST00000608382.1;zinc finger and BTB domain containing 25 ;149;2;0;1;1;1;hsa-miR-584-5p;0,0027;0,0196;0,1351;-0,04;-0,07;"N/A
"
ZBTB8A;ENST00000316459.4;zinc finger and BTB domain containing 8A ;287;1;0;1;0;1;hsa-miR-584-5p;0,0017;0,0128;0,0908;-0,04;-0,05;"N/A
"
PYGO1;ENST00000302000.6;pygopus homolog 1 (Drosophila) ;104;1;0;0;1;2;hsa-miR-584-5p;0,0022;0,016;0,1094;-0,04;-0,06;"N/A
"
DYNC1LI2;ENST00000258198.2;dynein, cytoplasmic 1, light intermediate chain 2 ;137;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0145;0,097;-0,04;-0,05;"N/A
"
PDK1;ENST00000282077.3;pyruvate dehydrogenase kinase, isozyme 1 ;637;3;0;1;2;2;hsa-miR-584-5p;0,0011;0,0083;0,0574;-0,04;-0,23;"N/A
"
ABAT;ENST00000569156.1;4-aminobutyrate aminotransferase ;66;1;0;1;0;1;hsa-miR-584-5p;0,0015;0,0113;0,0795;-0,04;-0,1;"N/A
"
ATP2B1;ENST00000261173.2;ATPase, Ca++ transporting, plasma membrane 1 ;699;1;0;1;0;2;hsa-miR-584-5p;0,0015;0,0107;0,0738;-0,04;-0,15;"N/A
"
ANKRD44;ENST00000282272.8;ankyrin repeat domain 44 ;187;1;0;1;0;2;hsa-miR-584-5p;0,0025;0,0184;0,1311;-0,04;-0,05;"N/A
"
VPS13B;ENST00000395996.1;vacuolar protein sorting 13 homolog B (yeast) ;262;2;0;0;2;2;hsa-miR-584-5p;0,0053;0,0388;0,2762;-0,04;-0,04;"N/A
"
FAM110B;ENST00000361488.3;family with sequence similarity 110, member B ;60;1;0;1;0;1;hsa-miR-584-5p;0,0009;0,0064;0,0451;-0,04;-0,09;"N/A
"
ERC1;ENST00000355446.5;ELKS/RAB6-interacting/CAST family member 1 ;159;2;0;0;2;0;hsa-miR-584-5p;0,0044;0,0325;0,2266;-0,04;-0,04;"N/A
"
HOXD11;ENST00000249504.5;homeobox D11 ;124;2;0;0;2;1;hsa-miR-584-5p;0,0016;0,0119;0,0821;-0,04;-0,13;"N/A
"
C1RL;ENST00000544702.1;complement component 1, r subcomponent-like ;70;1;0;0;1;1;hsa-miR-584-5p;0,0022;0,0163;0,1126;-0,04;-0,1;"N/A
"
CYSLTR1;ENST00000373304.3;cysteinyl leukotriene receptor 1 ;5;1;0;0;1;1;hsa-miR-584-5p;0,0008;0,0056;0,0402;-0,04;-0,17;"N/A
"
TMEM194A;ENST00000379391.3;transmembrane protein 194A ;43;1;0;0;1;0;hsa-miR-584-5p;0,0034;0,0246;0,1654;-0,04;-0,07;"N/A
"
ZNF708;ENST00000356929.3;zinc finger protein 708 ;16;3;0;2;1;3;hsa-miR-584-5p;0,0024;0,0176;0,1219;-0,04;-0,19;"N/A
"
TMOD2;ENST00000249700.4;tropomodulin 2 (neuronal) ;117;2;0;0;2;0;hsa-miR-584-5p;0,0061;0,0442;0,275;-0,04;-0,05;"N/A
"
PDE6A;ENST00000255266.5;phosphodiesterase 6A, cGMP-specific, rod, alpha ;5;1;0;0;1;2;hsa-miR-584-5p;0,0046;0,0337;0,2314;-0,04;-0,04;"N/A
"
LOX;ENST00000231004.4;lysyl oxidase ;3441;1;0;0;1;0;hsa-miR-584-5p;0,0038;0,0274;0,1754;-0,04;-0,1;"N/A
"
